,date,organization,text,neg,neu,pos,compound
156,2018-03-15,CBS,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…",0.0,0.763,0.237,0.7088
157,2018-03-15,CBS,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,0.157,0.766,0.077,-0.4939
158,2018-03-15,CBS,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,0.0,0.806,0.194,0.6514
159,2018-03-15,CBS,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,0.0,0.734,0.266,0.6115
160,2018-03-14,CBS,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",0.0,0.781,0.219,0.6696
161,2018-03-13,CBS,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",0.0,0.857,0.143,0.3612
162,2018-03-13,CBS,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",0.0,0.821,0.179,0.539
163,2018-03-12,CBS,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,0.0,0.917,0.083,0.2244
164,2018-03-12,CBS,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",0.0,1.0,0.0,0.0
165,2018-03-09,CBS,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,0.0,0.883,0.117,0.4926
166,2018-03-09,CBS,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",0.092,0.795,0.113,0.1275
167,2018-03-09,CBS,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",0.0,0.823,0.177,0.4215
168,2018-03-09,CBS,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",0.0,0.553,0.447,0.8658
169,2018-03-09,CBS,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,0.0,1.0,0.0,0.0
170,2018-03-08,CBS,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,0.0,0.664,0.336,0.8625
171,2018-03-08,CBS,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,0.0,0.868,0.132,0.4926
172,2018-03-07,CBS,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…",0.23,0.619,0.15,-0.2023
173,2018-03-07,CBS,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,1.0,0.0,0.0
174,2018-03-06,CBS,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.0,0.756,0.244,0.6705
175,2018-03-05,CBS,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.0,0.833,0.167,0.3818
176,2018-03-04,CBS,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.0,0.884,0.116,0.4404
177,2018-03-03,CBS,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,1.0,0.0,0.0
178,2018-03-02,CBS,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.0,0.753,0.247,0.7096
179,2018-03-02,CBS,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.0,0.718,0.282,0.7096
180,2018-03-02,CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.0,0.849,0.151,0.4939
181,2018-03-01,CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,0.21,0.79,0.0,-0.6981
182,2018-03-01,CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.092,0.749,0.159,0.4547
183,2018-03-01,CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.0,0.462,0.538,0.8591
184,2018-03-01,CBS,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.151,0.615,0.234,0.4885
185,2018-03-01,CBS,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.0,0.822,0.178,0.5994
186,2018-03-01,CBS,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.0,0.675,0.325,0.7717
187,2018-03-01,CBS,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.0,0.725,0.275,0.6908
188,2018-03-01,CBS,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,1.0,0.0,0.0
189,2018-03-01,CBS,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,1.0,0.0,0.0
190,2018-02-28,CBS,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,1.0,0.0,0.0
191,2018-02-28,CBS,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.0,0.884,0.116,0.4404
192,2018-02-27,CBS,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.0,0.848,0.152,0.5562
193,2018-02-26,CBS,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,1.0,0.0,0.0
194,2018-02-26,CBS,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,1.0,0.0,0.0
195,2018-02-26,CBS,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…",0.0,0.895,0.105,0.4482
196,2018-02-26,CBS,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.0,0.734,0.266,0.784
197,2018-02-26,CBS,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,0.0,0.571,0.429,0.9359
198,2018-02-26,CBS,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",0.184,0.816,0.0,-0.5423
199,2018-02-26,CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,1.0,0.0,0.0
200,2018-04-05,FOX,BREAKING: 5.3 earthquake strikes near Los Angeles  @ShepNewsTeam https://t.co/gZJmLXzUsI,0.238,0.762,0.0,-0.3612
201,2018-04-05,FOX,.@USGS: 5.3 earthquake strikes near Los Angeles. https://t.co/LeMDb29i1P,0.263,0.737,0.0,-0.3612
202,2018-04-05,FOX,.@amazon stock. https://t.co/18gD2sZ7Z3,0.0,1.0,0.0,0.0
203,2018-04-05,FOX,'Law-Abiding Citizens Are the Majority!': Gun Owner Takes on City Council in Gun Show Debate https://t.co/ngXmwVJw0n https://t.co/jD8AeOqa8G,0.253,0.747,0.0,-0.6239
204,2018-04-05,FOX,"Texas elected official gets misdemeanor, accused of berating a teen girl wearing #Trump t-shirt https://t.co/AT3pKscEcr",0.145,0.855,0.0,-0.296
205,2018-04-05,FOX,".@alexi on @USNationalGuard at the border: ""We know for sure that they won't have physical contact with immigrants… https://t.co/QgipSsksNE",0.0,0.887,0.113,0.3182
206,2018-04-05,FOX,TUNE IN: @DanaPerino sits down with Facebook COO Sheryl Sandberg FRIDAY on “The @DailyBriefing” at 2p ET on Fox New… https://t.co/BtNMYjA42I,0.0,1.0,0.0,0.0
207,2018-04-05,FOX,"RT @FoxBusiness: .@WVGovernor to @POTUS: ""What he's done that has impacted our state thus far, has changed our state in so many ways it's u…",0.0,1.0,0.0,0.0
208,2018-04-05,FOX,Mitt Romney's presidential campaign staffer allegedly made ex-fiancée his sex slave https://t.co/GKheQmN9t2,0.0,1.0,0.0,0.0
209,2018-04-05,FOX,"RT @FoxBusiness: ""I love him with all my heart, and I'll support him to the death. He's a great man.""

@WVGovernor Jim Justice recalled an…",0.105,0.509,0.386,0.8885
210,2018-04-05,FOX,"RT @FoxBusiness: .@POTUS on filing taxes: ""Next April, you're going to, in many cases, one page, one card. It's going to be very, very diff…",0.0,1.0,0.0,0.0
211,2018-04-05,FOX,.@USNationalGuard will only play supporting role to agents at the border https://t.co/6GSBJkgMFP,0.0,0.654,0.346,0.6486
212,2018-04-05,FOX,"Missing CDC employee's body found in river weeks after disappearance, police say https://t.co/Y73Bh8E2zN",0.155,0.845,0.0,-0.296
213,2018-04-05,FOX,".@gen_jackkeane on Syria strategy: ""I think it's an absolute mistake if we left. I mean, we learned a lesson when B… https://t.co/880C7Rofla",0.112,0.888,0.0,-0.34
214,2018-04-05,FOX,"RT @FoxBusiness: .@POTUS on sanctuary cities: ""It's basically a city to protect a lot of people that are bad people."" https://t.co/4qlWZK6s…",0.152,0.736,0.113,-0.2263
215,2018-04-05,FOX,"RT @FoxBusiness: .@POTUS on immigration: ""We have the worst laws."" https://t.co/ooumx4ccqV",0.291,0.709,0.0,-0.6249
216,2018-04-05,FOX,"RT @FoxBusiness: .@POTUS: ""It's wonderful to be back in West Virginia. It was a very special place during the election for me. It was not e…",0.0,0.775,0.225,0.7713
217,2018-04-05,FOX,"RT @FoxBusiness: .@POTUS on West Virginia's Senator Joe Manchin: ""He voted against our tax cuts and that was bad."" https://t.co/C5sggYFbwu",0.104,0.896,0.0,-0.296
218,2018-04-05,FOX,"RT @FoxBusiness: .@POTUS on trade with China: ""We can't continue to allow this to happen where hundreds of billions of dollars is taken out…",0.068,0.932,0.0,-0.1695
219,2018-04-05,FOX,".@POTUS: ""Mexico's been pretty good. They were very good to us yesterday because you know, they had the caravan of… https://t.co/PPxuyHx96Q",0.0,0.667,0.333,0.8402
220,2018-04-05,FOX,".@POTUS: ""We're working very hard on NAFTA with Mexico and Canada."" https://t.co/NuJZrJGjn9",0.133,0.867,0.0,-0.1761
221,2018-04-05,FOX,".@POTUS: ""If you look at the European Union, it's very solidly against us in terms of trade."" https://t.co/aqwoQ77Qjt",0.0,1.0,0.0,0.0
222,2018-04-05,FOX,".@POTUS on trade with China: ""You understand the concept of being taken advantage of and we can't be taken advantag… https://t.co/QOE6qIieuJ",0.0,0.909,0.091,0.25
223,2018-04-05,FOX,".@POTUS: ""For many years, no president wanted to go against China economically, and we're going to do it."" https://t.co/dvRRTuHKUZ",0.109,0.891,0.0,-0.296
224,2018-04-05,FOX,".@POTUS on tax reform: ""Once again...America is open for business."" https://t.co/GWHRlt0MSu",0.0,1.0,0.0,0.0
225,2018-04-05,FOX,President @realDonaldTrump holds a discussion on tax reform in West Virginia. https://t.co/kYlz1AzK56,0.0,1.0,0.0,0.0
226,2018-04-05,FOX,'Black Panther' to break Saudi Arabia's 35-year cinema ban https://t.co/z1m8UMy7BI (via @christocarbone),0.247,0.753,0.0,-0.5574
227,2018-04-05,FOX,"Escondido man: ""I came to this country 45 years ago with me and my mother. Okay? 45 years ago we were not offered s… https://t.co/l8pVdI4l9r",0.0,0.927,0.073,0.2263
228,2018-04-05,FOX,"NYT Columnist: Obama, Bush May Have to Team Up to Stop 'Constitutional Crisis' https://t.co/W4VPodBgCt",0.344,0.656,0.0,-0.743
229,2018-04-05,FOX,.@Judgenap: Mueller Could Be Giving Trump 'False Sense of Security' Before Interview https://t.co/mCx6Fa20YB,0.0,0.696,0.304,0.5859
230,2018-04-05,FOX,"Medal of Honor recipients welcomed with motorcade, hundreds of spectators in Texas https://t.co/AP81MpT05d",0.0,0.535,0.465,0.8271
231,2018-04-05,FOX,"2018 hurricane season will be 'slightly above-average,' researchers say (via @travfed)  https://t.co/dG7FdUvttb",0.0,1.0,0.0,0.0
232,2018-04-05,FOX,'One of the worst DUI offenders in the US' arrested with liquor bottle in passenger seat: cops https://t.co/HUeEQzZ7pQ,0.393,0.607,0.0,-0.8658
233,2018-04-05,FOX,".@KenPaxtonTX: ""At least during the first 2 years of his administration, [@POTUS] has done more for border security… https://t.co/y2zSDKvedc",0.0,1.0,0.0,0.0
234,2018-04-05,FOX,"Jennifer Garner is looking for 'the one' after Ben Affleck split, report says https://t.co/mWzH4WHmyD",0.0,1.0,0.0,0.0
235,2018-04-05,FOX,.@ChiefPentSpox holds a briefing  https://t.co/5FO4s4OMLG,0.0,1.0,0.0,0.0
236,2018-04-05,FOX,".@GovMikeHuckabee: ""Having @HillaryClinton come in and campaign for you if you are a Democrat candidate is like hav… https://t.co/hAIo4p0MdK",0.0,0.872,0.128,0.3612
237,2018-04-05,FOX,Air Force One departs Joint Base Andrews en route to West Virginia.  https://t.co/dtTwGL4RDI,0.0,1.0,0.0,0.0
238,2018-04-05,FOX,"JUST IN: Body of CDC worker missing for nearly two months found in a Georgia river, police say https://t.co/Y73Bh8E2zN",0.115,0.885,0.0,-0.296
239,2018-04-05,FOX,Google employees plead with CEO to drop out of Pentagon AI project https://t.co/5z8Jefl1X1 #fntech (via @christocarbone),0.123,0.877,0.0,-0.2732
240,2018-04-05,FOX,"Marie Harf on @HillaryClinton: ""For the sake of the [Democratic] Party, I think she needs to take a lower profile.""… https://t.co/8EdEQqhAqk",0.1,0.776,0.123,0.128
241,2018-04-05,FOX,"'Obamas Were Never Attacked Like This': @RCamposDuffy Blasts @jimmykimmel for Going After @FLOTUS, Barron https://t.co/Gwzx3WFakN",0.162,0.703,0.135,-0.128
242,2018-04-05,FOX,Students hold Second Amendment rally to counter walkout pushing for stricter gun laws https://t.co/K48qh08Qmq,0.281,0.719,0.0,-0.5719
243,2018-04-05,FOX,".@GovMikeHuckabee: ""There has been real strong evidence of obstruction of justice - by Peter Strzok, Lisa Page, by… https://t.co/Tm0dxSqZ0F",0.0,0.705,0.295,0.7717
244,2018-04-05,FOX,".@KatiePavlich: ""This idea that we could never militarize the border is ridiculous considering it's an internationa… https://t.co/zzm84C3nfb",0.135,0.865,0.0,-0.3612
245,2018-04-05,FOX,"Facebook's Zuckerberg says he made 'huge mistake,' must take 'broader view' of responsibility https://t.co/COAjuh1NJB (via @christocarbone)",0.0,0.867,0.133,0.3182
246,2018-04-05,FOX,".@tobykeith opens up about country music today, gun control and abortion https://t.co/SEVJL3xfw9",0.179,0.821,0.0,-0.34
247,2018-04-05,FOX,Service dogs enjoy outing at Disneyland during training https://t.co/DUfSjVQku9 https://t.co/i49tepEX6W,0.0,0.738,0.262,0.4939
248,2018-04-05,FOX,".@GovMikeHuckabee: ""President Obama... also put guard on the border, as did President Bush."" #Outnumbered https://t.co/ChelbiPlnh",0.0,1.0,0.0,0.0
249,2018-04-05,FOX,Denver Broncos star Von Miller investigated over picture with bloody hammerhead shark (via @RyanGaydos) https://t.co/LKTEx6Lkqx,0.172,0.828,0.0,-0.4404
250,2018-04-05,FOX,"DiGenova: Conduct by Mueller, Rosenstein an 'Embarrassment,' Undermines Equal Enforcement https://t.co/z83K9zbB7a",0.194,0.806,0.0,-0.34
251,2018-04-05,FOX,'This Crisis Is Real': @SecNielsen Says Migrants 'Taking Advantage of Immigration Law Loopholes'… https://t.co/RI3unYW0n9,0.227,0.663,0.11,-0.4767
252,2018-04-05,FOX,WWE star 'Luscious' Johnny Valiant killed while crossing street https://t.co/0Orcp1UeWU,0.333,0.667,0.0,-0.6705
253,2018-04-05,FOX,UK lawmaker on London’s murder surge: ‘Enough is enough’ (via @travfed)  https://t.co/WFsvBMCdNz,0.299,0.701,0.0,-0.6908
254,2018-04-05,FOX,2nd-Grader Brings Home Paper From School Detailing White Privilege https://t.co/8wXJ39KJzU,0.0,0.783,0.217,0.3612
255,2018-04-05,FOX,2018 border apprehensions - February and March. https://t.co/INGl3kq9Fn,0.241,0.759,0.0,-0.2263
256,2018-04-05,FOX,Photo of fiery bubble that stretches 65 feet in the air stuns the Internet https://t.co/YXzRHf8FCB,0.145,0.788,0.067,-0.3182
257,2018-04-05,FOX,.@TheRock gets honest about a possible political run https://t.co/5jnqTae73t https://t.co/gLGv7SSbuu,0.0,0.708,0.292,0.5106
258,2018-04-05,FOX,How George R.R. Martin went from revered 'Game of Thrones' author to the literary world's biggest villain https://t.co/d6OUs2I8q5,0.157,0.699,0.144,-0.0772
259,2018-04-05,FOX,"On Twitter, @RandPaul defended @EPAScottPruitt against mounting criticism. https://t.co/SqgsCuUHuv",0.266,0.734,0.0,-0.4404
260,2018-04-05,FOX,"Gun owner: ""When are you all gonna start standing up for the majority?...I'm the majority! I'm a law-abiding citize… https://t.co/GAlaSr7Y85",0.13,0.87,0.0,-0.4003
261,2018-04-05,FOX,"RT @FoxBusiness: .@RepLeeZeldin on China tariff tension: ""We don't want it to go too long, because... in a way both sides will lose."" https…",0.144,0.856,0.0,-0.3658
262,2018-04-05,FOX,"RT @FoxBusiness: .@RepLeeZeldin on China trade: ""The president is trying something new, obviously the status quo isn't working."" https://t.…",0.0,1.0,0.0,0.0
263,2018-04-05,FOX,"Tony Finau injures ankle, pops it back into place at Masters Par-3 contest https://t.co/7a4OaLYIob",0.0,1.0,0.0,0.0
264,2018-04-05,FOX,Dwayne 'The Rock' Johnson gets honest about a possible political run https://t.co/NSuopXfnZw,0.0,0.752,0.248,0.5106
265,2018-04-05,FOX,".@AriFleischer: ""We need to stop the illegal immigrant flows... @TheDemocrats should give @POTUS $25 billion for th… https://t.co/vGav7qbv1X",0.266,0.734,0.0,-0.7003
266,2018-04-05,FOX,"Escondido man: ""I came to this country 45 years ago with me and my mother. Okay? 45 years ago we were not offered s… https://t.co/VGITOtzgDL",0.0,0.927,0.073,0.2263
267,2018-04-05,FOX,".@CharlesHurt: ""China has been taking advantage of us for a very, very long time, going back decades."" https://t.co/kosGhduccI",0.0,0.889,0.111,0.25
268,2018-04-05,FOX,INSPIRING: This one-armed high school athlete from Tennessee is catching both baseballs and the attention of millio… https://t.co/zdabbJEDCh,0.0,0.828,0.172,0.5473
269,2018-04-05,FOX,"Supersonic planes could make big comeback with quieter, 'low-boom' NASA aircraft https://t.co/ucqD1Aa2oW",0.0,1.0,0.0,0.0
270,2018-04-05,FOX,TUNE IN: @DanaPerino sits down with Facebook COO Sheryl Sandberg FRIDAY on “The @DailyBriefing” at 2p ET on Fox New… https://t.co/8flwGVL3Em,0.0,1.0,0.0,0.0
271,2018-04-05,FOX,"Colorado students, feeling silenced by pro-gun control activists, hold Second Amendment rally… https://t.co/eEYlMKPWDg",0.0,0.889,0.111,0.128
272,2018-04-05,FOX,'Colored people' remark prompts DNC member's departure https://t.co/ZDHuJhs4ys,0.0,1.0,0.0,0.0
273,2018-04-05,FOX,"US jobless claims rise, remain near multi-decade lows - via @FoxBusiness https://t.co/DdTD36UhWf",0.153,0.847,0.0,-0.2023
274,2018-04-05,FOX,".@SecNielsen: ""I really will continue to ask Congress to please work with me in the next couple months to pass legi… https://t.co/uw2CQNG28Q",0.0,0.901,0.099,0.3182
275,2018-04-05,FOX,"RT @FoxBusiness: .@larry_kudlow: ""China's unfair and illegal trading actions are damaging to economic growth for the U.S., for China, and t…",0.338,0.574,0.088,-0.8126
276,2018-04-05,FOX,"RT @FoxBusiness: .@larry_kudlow: ""I think it's possible... to be in the 3 to 4% growth zone."" https://t.co/9vhvWF9WZ5",0.0,0.852,0.148,0.3818
277,2018-04-05,FOX,"RT @FoxBusiness: .@larry_kudlow on China trade: ""I think we are going to get a deal over a period of time... I think these barriers will co…",0.0,1.0,0.0,0.0
278,2018-04-05,FOX,RT @FoxBusiness: #BreakingNews: Weekly jobless claims: 242K (ACT) vs. 225K (EST). https://t.co/Qcsg51UyJw,0.0,1.0,0.0,0.0
279,2018-04-05,FOX,"Chinese student to be deported after paying $3,000 to impostor to help her get into American university https://t.co/1KdJgLtAc4",0.0,0.863,0.137,0.4019
280,2018-04-05,FOX,DRAMATIC VIDEO: Strangers help rescue man from burning car. https://t.co/UT3HhesSrC,0.0,0.571,0.429,0.7184
281,2018-04-05,FOX,"Baltimore Ravens GM, head coach set to be questioned in Kaepernick collusion case, report says (via @RyanGaydos) https://t.co/5ptlDKcmAw",0.076,0.924,0.0,-0.1027
282,2018-04-05,FOX,"Jaime King's son, 4, struck by glass after man smashes car windshield, police say https://t.co/VDwNieOBpC",0.125,0.875,0.0,-0.25
283,2018-04-05,FOX,"This morning, President @realDonaldTrump tweeted about the ""Caravan."" https://t.co/RoBC77LoHl",0.0,1.0,0.0,0.0
284,2018-04-05,FOX,"WWE's Stephanie McMahon talks first wrestling memories, signing Ronda Rousey https://t.co/2LjcWkzSQ2",0.0,1.0,0.0,0.0
285,2018-04-05,FOX,".@WVGovernor: ""@POTUS and I are great friends and he's doing a wonderful job... His tax reform has really taken hol… https://t.co/9xkxuXVoUW",0.0,0.595,0.405,0.8979
286,2018-04-05,FOX,Chip and Joanna Gaines get baby goat as surprise for kids after 'Fixer Upper' finale https://t.co/eDL9ewBT8t,0.0,0.877,0.123,0.2732
287,2018-04-05,FOX,"Lawsuit calls Mississippi flag ""racially demeaning."" https://t.co/G06NMiCjkC",0.241,0.759,0.0,-0.2263
288,2018-04-05,FOX,"Skeletal remains on Long Island identified as Louise Pietrewicz, missing since 1966 https://t.co/pqdpdTc0M5",0.155,0.845,0.0,-0.296
289,2018-04-05,FOX,"""I don't believe that guns are the problem.""

Colorado students hold pro-gun rally. https://t.co/kVvTYNGdid",0.0,1.0,0.0,0.0
290,2018-04-05,FOX,"Fiery sanctuary fight in Escondido, California; @GriffJenkins reports. https://t.co/8BDxbixNu3",0.417,0.583,0.0,-0.6124
291,2018-04-05,FOX,Over a million illegal immigrants now have California driver's licenses. https://t.co/DwgWqpvssp,0.286,0.714,0.0,-0.5574
292,2018-04-05,FOX,South Korea's top university promises it's not working on 'killer robots' despite new AI weapons lab https://t.co/6hoFGgacqN,0.0,0.559,0.441,0.85
293,2018-04-05,FOX,".@RCamposDuffy: ""[Liberals] only like a certain type of immigrant - the ones that they can use to advance their ide… https://t.co/pueqnV7N8o",0.0,0.787,0.213,0.5574
294,2018-04-05,FOX,".@HeatherZuma: ""The jobs state is off the charts. Unemployment is very low. Wage growth is picking up."" https://t.co/DOWauajqAt",0.229,0.648,0.124,-0.3462
295,2018-04-05,FOX,.@Judgenap: What Is Robert Mueller looking for? (via @FoxNewsOpinion) https://t.co/X41pNabDFG,0.0,1.0,0.0,0.0
296,2018-04-05,FOX,"Despite 'Roseanne' success, ABC is hardly a bastion for conservative values https://t.co/bG3gzu5XJF",0.0,0.584,0.416,0.7506
297,2018-04-05,FOX,Sex tape played for jurors in extortion trial of Waffle House chairman's ex-housekeeper https://t.co/lGHyQJgOx3,0.0,0.844,0.156,0.34
298,2018-04-05,FOX,".@newtgingrich: President Trump is up, elite media are down (via @FoxNewsOpinion) https://t.co/tRepUgAnLJ",0.0,1.0,0.0,0.0
299,2018-04-05,FOX,Sesame Place theme park becomes world's first Certified Autism Center https://t.co/TZt1PDpS0g,0.0,1.0,0.0,0.0
300,2018-04-05,NYT,?https://t.co/1pml2jWvw3,0.0,1.0,0.0,0.0
301,2018-04-05,NYT,"RT @dougmillsnyt: . @realDonaldTrump tosses his ""boring, prepared"" remarks into the air as he participated in a roundtable discussion on ta…",0.0,0.905,0.095,0.2263
302,2018-04-05,NYT,Yocheved Lerner-Miller is a matchmaker for Orthodox Jews who come from unorthodox backgrounds https://t.co/gkoLTCon2x,0.0,1.0,0.0,0.0
303,2018-04-05,NYT,"Bessie Stringfield's lasting power was in her presence, especially in the eyes of children, during a period when se… https://t.co/PvHGwIJTfu",0.0,1.0,0.0,0.0
304,2018-04-05,NYT,Why was this Passover Seder different from all other Passover Seders? https://t.co/sT8PpuMvJb,0.0,1.0,0.0,0.0
305,2018-04-05,NYT,"If there’s a trade war between China and the U.S., China may have some “unconventional weapons” https://t.co/CFzkdn3EYH",0.206,0.794,0.0,-0.5994
306,2018-04-05,NYT,RT @NYTHealth: Important advice for family and friends of opioid abusers from the US Surgeon General https://t.co/X4FqSJyWOO,0.16,0.622,0.218,0.0772
307,2018-04-05,NYT,The Chinese government has banned online retailers from selling the Bible https://t.co/FI57niyUeh,0.214,0.786,0.0,-0.4588
308,2018-04-05,NYT,RT @nytimesbusiness: A play-by-play recap of the rising US-China trade tensions https://t.co/aQITXzN6TP,0.213,0.787,0.0,-0.4019
309,2018-04-05,NYT,"If things really get nasty, the U.S. and China are financially intertwined in ways that China could seek to exploit https://t.co/BWYBcaHni6",0.217,0.783,0.0,-0.6461
310,2018-04-05,NYT,The Trump administration and California are fighting a furious multifront legal war https://t.co/MXCyAv25tq,0.515,0.408,0.077,-0.8625
311,2018-04-05,NYT,"In @NYTOpinion, 
Op-Ed contributor Richard A. Friedman writes: ""For $750, I could in theory purchase enough carfent… https://t.co/GcYDipQcNv",0.0,1.0,0.0,0.0
312,2018-04-05,NYT,Blackstone unveiled a $40 billion U.S. infrastructure fund with Saudi backing as President Trump visited the kingdo… https://t.co/W6KtFRyNbQ,0.0,0.936,0.064,0.0258
313,2018-04-05,NYT,A cyberattack forced 4 natural-gas pipeline operators in the U.S. to temporarily shut down computer communications… https://t.co/aOlr5RuyYE,0.176,0.824,0.0,-0.4588
314,2018-04-05,NYT,The tiny elevator in a Brooklyn housing project will forever be tainted by the murder of a 6-year-old inside nearly… https://t.co/dRJtlyIGOb,0.207,0.793,0.0,-0.6908
315,2018-04-05,NYT,"“Oh, God, you, too?” Women shared their experiences about Richard Meier, but say nothing happened to change the cul… https://t.co/F5McBQYJ2X",0.0,0.847,0.153,0.3071
316,2018-04-05,NYT,"The ""caravan"" story was the kind of story destined to take a dark turn through the conservative news media and grab… https://t.co/qjsURRHxAR",0.0,1.0,0.0,0.0
317,2018-04-05,NYT,"@rcallimachi ISIS also issued birth certificates, like this one, for children born under the caliphate's black flag… https://t.co/lIjN0FZReH",0.0,0.872,0.128,0.3612
318,2018-04-05,NYT,@rcallimachi ISIS confiscated land owned by farmers who belonged to religions that were banned by the group. Leases… https://t.co/B0Ncx5uHtK,0.143,0.857,0.0,-0.4588
